"","Langs","speakers","State","year"
"101561","French Creole",161," Utah","2008"
"11158","Italian",3213," Utah","2008"
"12155","Portuguese",7934," Utah","2008"
"13139","Portuguese",7934," Utah","2008"
"14133","German",9836," Utah","2008"
"15122","German",9819," Utah","2008"
"16101","Luxembourgian",17," Utah","2008"
"1849","Dutch",1695," Utah","2008"
"19401","Afrikaans",173," Utah","2008"
"21691","Swedish",1164," Utah","2008"
"22411","Danish",865," Utah","2008"
"23461","Norwegian",849," Utah","2008"
"24361","Greek",1302," Utah","2008"
"25411","Russian",4289," Utah","2008"
"26411","Polish",584," Utah","2008"
"28401","Serbocroatian",2852," Utah","2008"
"29361","Croatian",569," Utah","2008"
"3038","Serbian",142," Utah","2008"
"32311","Bielorussian",13," Utah","2008"
"33331","Ukrainian",280," Utah","2008"
"34401","Czech",422," Utah","2008"
"35371","Slovak",187," Utah","2008"
"36361","Bulgarian",359," Utah","2008"
"37401","Slovene",87," Utah","2008"
"38431","Armenian",607," Utah","2008"
"39421","Persian",1251," Utah","2008"
"40421","Hindi",1105," Utah","2008"
"4143","Gujarati",293," Utah","2008"
"42381","Urdu",992," Utah","2008"
"44411","India nec 2",117," Utah","2008"
"45391","Bengali",78," Utah","2008"
"46401","Panjabi",727," Utah","2008"
"4738","Marathi",62," Utah","2008"
"48381","Nepali",171," Utah","2008"
"49361","Sindhi",18," Utah","2008"
"50401","Sinhalese",160," Utah","2008"
"52381","Krio",47," Utah","2008"
"53401","Catalonian",88," Utah","2008"
"54411","Romanian",261," Utah","2008"
"55381","Irish Gaelic",59," Utah","2008"
"56401","Scottic Gaelic",103," Utah","2008"
"57401","Albanian",61," Utah","2008"
"5842","Lithuanian",98," Utah","2008"
"59421","Lettish",68," Utah","2008"
"60411","Pashto",101," Utah","2008"
"6160","Kurdish",131," Utah","2008"
"63401","Chinese",11155," Utah","2008"
"64421","Chinese",6804," Utah","2008"
"65391","Cantonese",1340," Utah","2008"
"66381","Mandarin",2635," Utah","2008"
"67421","Formosan",376," Utah","2008"
"68401","Japanese",4399," Utah","2008"
"69401","Korean",4532," Utah","2008"
"70391","Mon-Khmer, Cambodian",1336," Utah","2008"
"7143","Hmong",79," Utah","2008"
"7240","Thai",1554," Utah","2008"
"73401","Laotian",1833," Utah","2008"
"74401","Vietnamese",4909," Utah","2008"
"76381","Turkish",689," Utah","2008"
"77361","Mongolian",285," Utah","2008"
"78381","Telugu",1121," Utah","2008"
"79411","Kannada",94," Utah","2008"
"80431","Malayalam",174," Utah","2008"
"81611","Tamil",374," Utah","2008"
"82421","Tibetan",65," Utah","2008"
"83391","Burmese",552," Utah","2008"
"84411","Miao-yao, Mien",84," Utah","2008"
"85391","Tagalog",3560," Utah","2008"
"87391","Indonesian",102," Utah","2008"
"88371","Malay",28," Utah","2008"
"89441","Bisayan",101," Utah","2008"
"90381","Sebuano",278," Utah","2008"
"91601","Pangasinan",18," Utah","2008"
"9244","Ilocano",108," Utah","2008"
"93371","Micronesian",24," Utah","2008"
"9443","Chamorro",59," Utah","2008"
"95371","Gilbertese",26," Utah","2008"
"96421","Marshallese",297," Utah","2008"
"97401","Palau",64," Utah","2008"
"9841","Trukese",137," Utah","2008"
"99361","Polynesian",228," Utah","2008"
"10040","Samoan",3954," Utah","2008"
"101571","Tongan",6111," Utah","2008"
"10239","Tokelauan",113," Utah","2008"
"10338","Fijian",27," Utah","2008"
"10435","Marquesan",70," Utah","2008"
"105341","Rarotongan",17," Utah","2008"
"106331","Maori",10," Utah","2008"
"10736","Hawaiian",115," Utah","2008"
"109351","Navajo",9369," Utah","2008"
"11159","St Lawrence Island Yupik",19," Utah","2008"
"11236","Blackfoot",15," Utah","2008"
"11335","Kickapoo",94," Utah","2008"
"11433","Dakota",32," Utah","2008"
"115331","Omaha",34," Utah","2008"
"11632","Choctaw",12," Utah","2008"
"117321","Keres",7," Utah","2008"
"11830","Mohawk",21," Utah","2008"
"11930","Cherokee",14," Utah","2008"
"120281","Paiute",23," Utah","2008"
"12156","Ute",672," Utah","2008"
"12235","Shoshoni",53," Utah","2008"
"12331","Hopi",61," Utah","2008"
"12433","Tewa",15," Utah","2008"
"125261","Zuni",31," Utah","2008"
"12631","Chinook Jargon",487," Utah","2008"
"12731","American Indian",45," Utah","2008"
"12831","Hungarian",486," Utah","2008"
"12929","Arabic",1440," Utah","2008"
"13027","Hebrew",185," Utah","2008"
"13229","Amharic",242," Utah","2008"
"13326","Cushite",336," Utah","2008"
"13425","Sudanic",875," Utah","2008"
"13526","Nilotic",56," Utah","2008"
"13625","Swahili",148," Utah","2008"
"13723","Bantu",1078," Utah","2008"
"13822","Mande",184," Utah","2008"
"139191","Kru, Ibo, Yoruba",70," Utah","2008"
"14134","Finnish",248," Utah","2008"
"14223","Estonian",22," Utah","2008"
"14321","Basque",101," Utah","2008"
"14420","Syriac",49," Utah","2008"
"145181","Quechua",131," Utah","2008"
"14618","Uncodable",122," Utah","2008"
"1706","Population",7183318," Virginia","2008"
"21701","Only English",6231862," Virginia","2008"
"6161","Spanish",422188," Virginia","2008"
"81621","French",35397," Virginia","2008"
"91611","French",34357," Virginia","2008"
"101581","Patois",893," Virginia","2008"
"11160","Cajun",147," Virginia","2008"
"12157","French Creole",5465," Virginia","2008"
"13140","Italian",9579," Virginia","2008"
"14135","Portuguese",8148," Virginia","2008"
"15123","Portuguese",8148," Virginia","2008"
"16102","German",25887," Virginia","2008"
"1759","German",25854," Virginia","2008"
"1850","Luxembourgian",33," Virginia","2008"
"19431","Yiddish",148," Virginia","2008"
"21711","Pennsylvania Dutch",317," Virginia","2008"
"22421","Dutch",2705," Virginia","2008"
"23471","Afrikaans",883," Virginia","2008"
"25421","Swedish",1560," Virginia","2008"
"26421","Danish",517," Virginia","2008"
"2742","Norwegian",829," Virginia","2008"
"28411","Icelandic",329," Virginia","2008"
"2937","Greek",7875," Virginia","2008"
"3039","Russian",12353," Virginia","2008"
"31371","Polish",4612," Virginia","2008"
"33341","Serbocroatian",3495," Virginia","2008"
"34411","Croatian",312," Virginia","2008"
"35381","Serbian",433," Virginia","2008"
"37411","Bielorussian",17," Virginia","2008"
"38441","Ukrainian",1056," Virginia","2008"
"39431","Czech",691," Virginia","2008"
"40431","Slovak",356," Virginia","2008"
"4144","Bulgarian",1304," Virginia","2008"
"42391","Macedonian",195," Virginia","2008"
"43431","Slovene",177," Virginia","2008"
"44421","Armenian",1307," Virginia","2008"
"45401","Persian",22794," Virginia","2008"
"46411","Hindi",18703," Virginia","2008"
"4739","Gujarati",4547," Virginia","2008"
"48391","Urdu",21087," Virginia","2008"
"50411","India nec 2",1344," Virginia","2008"
"51421","Bengali",7243," Virginia","2008"
"52391","Panjabi",6395," Virginia","2008"
"53411","Marathi",1809," Virginia","2008"
"54421","Oriya",85," Virginia","2008"
"55391","Assamese",53," Virginia","2008"
"5641","Kashmiri",43," Virginia","2008"
"57411","Nepali",2274," Virginia","2008"
"5843","Sindhi",114," Virginia","2008"
"5943","Pakistan nec 2",515," Virginia","2008"
"60421","Sinhalese",546," Virginia","2008"
"6162","Romany",47," Virginia","2008"
"63411","Jamaican Creole",1783," Virginia","2008"
"64431","Krio",994," Virginia","2008"
"65401","Catalonian",17," Virginia","2008"
"66391","Romanian",2188," Virginia","2008"
"67431","Welsh",49," Virginia","2008"
"68411","Irish Gaelic",561," Virginia","2008"
"69411","Scottic Gaelic",135," Virginia","2008"
"70401","Albanian",1671," Virginia","2008"
"7144","Lithuanian",584," Virginia","2008"
"7241","Lettish",119," Virginia","2008"
"73411","Pashto",1659," Virginia","2008"
"74411","Kurdish",1410," Virginia","2008"
"76391","Chinese",44610," Virginia","2008"
"77371","Chinese",33413," Virginia","2008"
"78391","Cantonese",3103," Virginia","2008"
"79421","Mandarin",6173," Virginia","2008"
"80441","Formosan",1886," Virginia","2008"
"81631","Wu",35," Virginia","2008"
"82431","Japanese",8663," Virginia","2008"
"83401","Korean",53200," Virginia","2008"
"8442","Mon-Khmer, Cambodian",4866," Virginia","2008"
"85401","Hmong",14," Virginia","2008"
"8642","Thai",5439," Virginia","2008"
"87401","Laotian",2305," Virginia","2008"
"88381","Vietnamese",42036," Virginia","2008"
"90391","Karachay",127," Virginia","2008"
"91621","Uighur",455," Virginia","2008"
"9245","Azerabaijani",158," Virginia","2008"
"93381","Turkish",5839," Virginia","2008"
"9444","Mongolian",1367," Virginia","2008"
"95381","Telugu",8084," Virginia","2008"
"96431","Kannada",1299," Virginia","2008"
"97411","Malayalam",1940," Virginia","2008"
"9842","Tamil",4531," Virginia","2008"
"99371","Tibetan",402," Virginia","2008"
"10041","Burmese",358," Virginia","2008"
"101591","Tagalog",40080," Virginia","2008"
"10339","Indonesian",1541," Virginia","2008"
"10436","Malagasy",194," Virginia","2008"
"10535","Malay",618," Virginia","2008"
"106341","Bisayan",315," Virginia","2008"
"10737","Sebuano",208," Virginia","2008"
"108351","Ilocano",321," Virginia","2008"
"10936","Bikol",34," Virginia","2008"
"110351","Pampangan",114," Virginia","2008"
"11161","Chamorro",511," Virginia","2008"
"11237","Palau",42," Virginia","2008"
"11336","Polynesian",13," Virginia","2008"
"11434","Samoan",519," Virginia","2008"
"115341","Tongan",82," Virginia","2008"
"11633","Fijian",15," Virginia","2008"
"11733","Hawaiian",37," Virginia","2008"
"11931","Navajo",272," Virginia","2008"
"12158","Algonquian",52," Virginia","2008"
"12236","Kuchin",76," Virginia","2008"
"12332","Tlingit",15," Virginia","2008"
"12434","Mountain Maidu",15," Virginia","2008"
"12527","Dakota",113," Virginia","2008"
"12632","Choctaw",60," Virginia","2008"
"12732","Muskogee",14," Virginia","2008"
"12832","Seneca",20," Virginia","2008"
"12930","Cherokee",372," Virginia","2008"
"13028","Pima",12," Virginia","2008"
"13141","Tiwa",68," Virginia","2008"
"13230","American Indian",43," Virginia","2008"
"13327","Hungarian",2176," Virginia","2008"
"13426","Arabic",29256," Virginia","2008"
"13527","Hebrew",1497," Virginia","2008"
"13724","Amharic",15488," Virginia","2008"
"13823","Berber",164," Virginia","2008"
"13920","Chadic",83," Virginia","2008"
"14018","Cushite",3685," Virginia","2008"
"14136","Sudanic",495," Virginia","2008"
"14224","Nilotic",26," Virginia","2008"
"14322","Swahili",1836," Virginia","2008"
"14421","Bantu",1255," Virginia","2008"
"14519","Mande",618," Virginia","2008"
"14619","Fulani",1176," Virginia","2008"
"14719","Kru, Ibo, Yoruba",13544," Virginia","2008"
"14818","Efik",91," Virginia","2008"
"14917","Mbum",21," Virginia","2008"
"15016","African",734," Virginia","2008"
"15222","Finnish",357," Virginia","2008"
"15319","Estonian",224," Virginia","2008"
"15417","Caucasian",11," Virginia","2008"
"15517","Syriac",144," Virginia","2008"
"15715","Quechua",91," Virginia","2008"
"15813","Arawakian",15," Virginia","2008"
"15914","Uncodable",70," Virginia","2008"
"1707","Population",588245," Vermont","2008"
"2172","Only English",556818," Vermont","2008"
"6163","Spanish",6410," Vermont","2008"
"81641","French",10474," Vermont","2008"
"91631","French",10474," Vermont","2008"
"101601","Italian",823," Vermont","2008"
"11162","Portuguese",512," Vermont","2008"
"12159","Portuguese",512," Vermont","2008"
"13142","German",2690," Vermont","2008"
"14137","German",2690," Vermont","2008"
"16103","Dutch",283," Vermont","2008"
"1760","Afrikaans",53," Vermont","2008"
"1853","Frisian",5," Vermont","2008"
"20421","Swedish",259," Vermont","2008"
"2173","Danish",47," Vermont","2008"
"22431","Norwegian",101," Vermont","2008"
"23481","Greek",228," Vermont","2008"
"24371","Russian",1077," Vermont","2008"
"25431","Polish",569," Vermont","2008"
"2743","Serbocroatian",1326," Vermont","2008"
"28421","Croatian",86," Vermont","2008"
"3040","Ukrainian",34," Vermont","2008"
"31381","Czech",88," Vermont","2008"
"32321","Slovak",128," Vermont","2008"
"33351","Bulgarian",46," Vermont","2008"
"3442","Slovene",83," Vermont","2008"
"35391","Armenian",41," Vermont","2008"
"36371","Persian",21," Vermont","2008"
"37421","Hindi",327," Vermont","2008"
"38451","Gujarati",62," Vermont","2008"
"39441","Urdu",328," Vermont","2008"
"4145","India nec 2",17," Vermont","2008"
"42401","Bengali",174," Vermont","2008"
"4344","Panjabi",148," Vermont","2008"
"44431","Marathi",219," Vermont","2008"
"45411","Nepali",243," Vermont","2008"
"4642","Sinhalese",2," Vermont","2008"
"4740","Romany",9," Vermont","2008"
"49371","Romanian",68," Vermont","2008"
"50421","Welsh",15," Vermont","2008"
"51431","Irish Gaelic",70," Vermont","2008"
"52401","Albanian",173," Vermont","2008"
"53421","Lithuanian",32," Vermont","2008"
"54431","Lettish",19," Vermont","2008"
"5642","Chinese",798," Vermont","2008"
"57421","Chinese",719," Vermont","2008"
"5844","Cantonese",26," Vermont","2008"
"5944","Mandarin",53," Vermont","2008"
"60431","Japanese",292," Vermont","2008"
"6164","Korean",407," Vermont","2008"
"62421","Mon-Khmer, Cambodian",105," Vermont","2008"
"63421","Thai",105," Vermont","2008"
"6444","Laotian",67," Vermont","2008"
"65411","Vietnamese",583," Vermont","2008"
"6744","Turkish",228," Vermont","2008"
"68421","Mongolian",17," Vermont","2008"
"69421","Telugu",9," Vermont","2008"
"70411","Tamil",60," Vermont","2008"
"7145","Tibetan",338," Vermont","2008"
"7242","Tagalog",194," Vermont","2008"
"74421","Malay",24," Vermont","2008"
"75421","Chamorro",11," Vermont","2008"
"7640","Hawaiian",13," Vermont","2008"
"7943","Micmac",9," Vermont","2008"
"8045","Passamaquoddy",2," Vermont","2008"
"81651","Abnaki",7," Vermont","2008"
"82441","Iroquois",7," Vermont","2008"
"83411","American Indian",7," Vermont","2008"
"8443","Hungarian",109," Vermont","2008"
"85411","Arabic",315," Vermont","2008"
"8643","Hebrew",72," Vermont","2008"
"88391","Amharic",8," Vermont","2008"
"8945","Sudanic",51," Vermont","2008"
"90401","Nilotic",27," Vermont","2008"
"91641","Swahili",72," Vermont","2008"
"9246","Bantu",18," Vermont","2008"
"93391","Mande",35," Vermont","2008"
"9445","Kru, Ibo, Yoruba",12," Vermont","2008"
"9644","Finnish",52," Vermont","2008"
"97421","Syriac",18," Vermont","2008"
"9843","Uncodable",65," Vermont","2008"
"1708","Population",6029673," Washington","2008"
"2174","Only English",5027344," Washington","2008"
"6165","Spanish",437864," Washington","2008"
"730","Ladino",37," Washington","2008"
"91651","French",22236," Washington","2008"
"101611","French",21997," Washington","2008"
"11163","Patois",239," Washington","2008"
"12160","French Creole",606," Washington","2008"
"13143","Italian",5867," Washington","2008"
"14138","Portuguese",4279," Washington","2008"
"15124","Portuguese",4279," Washington","2008"
"16104","German",32928," Washington","2008"
"1766","German",32928," Washington","2008"
"1854","Yiddish",265," Washington","2008"
"20431","Pennsylvania Dutch",118," Washington","2008"
"2175","Dutch",4350," Washington","2008"
"22441","Afrikaans",301," Washington","2008"
"23491","Frisian",144," Washington","2008"
"25441","Swedish",2624," Washington","2008"
"26431","Danish",1537," Washington","2008"
"2744","Norwegian",3361," Washington","2008"
"28431","Icelandic",365," Washington","2008"
"2938","Greek",2772," Washington","2008"
"3041","Russian",47252," Washington","2008"
"31391","Polish",5186," Washington","2008"
"33361","Serbocroatian",3334," Washington","2008"
"3443","Croatian",1056," Washington","2008"
"35401","Serbian",520," Washington","2008"
"37431","Bielorussian",245," Washington","2008"
"38461","Ukrainian",17175," Washington","2008"
"39451","Czech",1172," Washington","2008"
"40441","Slovak",473," Washington","2008"
"4146","Bulgarian",1631," Washington","2008"
"42411","Macedonian",27," Washington","2008"
"4345","Slovene",45," Washington","2008"
"44441","Armenian",1313," Washington","2008"
"45421","Persian",6658," Washington","2008"
"4643","Hindi",12880," Washington","2008"
"4741","Gujarati",1751," Washington","2008"
"48401","Urdu",2319," Washington","2008"
"50431","India nec 2",1837," Washington","2008"
"51441","Bengali",1768," Washington","2008"
"52411","Panjabi",9690," Washington","2008"
"53431","Marathi",819," Washington","2008"
"54441","Oriya",48," Washington","2008"
"55401","Nepali",1183," Washington","2008"
"5643","Sindhi",121," Washington","2008"
"5743","Sinhalese",384," Washington","2008"
"5845","Romany",36," Washington","2008"
"60441","Jamaican Creole",53," Washington","2008"
"6166","Krio",110," Washington","2008"
"62431","Pidgin",42," Washington","2008"
"63431","Romanian",8733," Washington","2008"
"6445","Welsh",74," Washington","2008"
"65421","Irish Gaelic",407," Washington","2008"
"66401","Scottic Gaelic",153," Washington","2008"
"6745","Albanian",645," Washington","2008"
"68431","Lithuanian",456," Washington","2008"
"69431","Lettish",677," Washington","2008"
"70421","Pashto",66," Washington","2008"
"7146","Kurdish",1128," Washington","2008"
"7243","Tadzhik",88," Washington","2008"
"74431","Chinese",68083," Washington","2008"
"75431","Chinese",41388," Washington","2008"
"7641","Hakka",17," Washington","2008"
"77381","Cantonese",12236," Washington","2008"
"78401","Mandarin",11755," Washington","2008"
