"","Langs","speakers","State","year"
"145161","Comanche",28," Pennsylvania","2008"
"146161","American Indian",136," Pennsylvania","2008"
"14717","Hungarian",3720," Pennsylvania","2008"
"14816","Arabic",25140," Pennsylvania","2008"
"14915","Hebrew",6972," Pennsylvania","2008"
"15118","Amharic",1902," Pennsylvania","2008"
"15220","Berber",95," Pennsylvania","2008"
"15317","Chadic",109," Pennsylvania","2008"
"15415","Cushite",188," Pennsylvania","2008"
"15515","Sudanic",682," Pennsylvania","2008"
"15612","Nilotic",331," Pennsylvania","2008"
"15713","Nilo-hamitic",15," Pennsylvania","2008"
"15811","Swahili",2368," Pennsylvania","2008"
"15912","Bantu",2069," Pennsylvania","2008"
"16012","Mande",1587," Pennsylvania","2008"
"16115","Fulani",357," Pennsylvania","2008"
"16213","Gur",44," Pennsylvania","2008"
"16312","Kru, Ibo, Yoruba",7694," Pennsylvania","2008"
"16411","Efik",235," Pennsylvania","2008"
"16511","African",988," Pennsylvania","2008"
"16710","Finnish",521," Pennsylvania","2008"
"1686","Estonian",214," Pennsylvania","2008"
"1694","Caucasian",362," Pennsylvania","2008"
"1703","Syriac",29," Pennsylvania","2008"
"172111","Mapuche",178," Pennsylvania","2008"
"173111","Oto - Manguen",22," Pennsylvania","2008"
"1749","Quechua",49," Pennsylvania","2008"
"1753","Tupi-guarani",19," Pennsylvania","2008"
"1764","Uncodable",117," Pennsylvania","2008"
"1687","Population",3695811," Puerto Rico","2008"
"21571","Only English",174269," Puerto Rico","2008"
"6149","Spanish",3517228," Puerto Rico","2008"
"81491","French",1047," Puerto Rico","2008"
"91481","French",1047," Puerto Rico","2008"
"101481","French Creole",173," Puerto Rico","2008"
"111491","Italian",499," Puerto Rico","2008"
"12146","Portuguese",662," Puerto Rico","2008"
"13131","Portuguese",662," Puerto Rico","2008"
"14125","German",435," Puerto Rico","2008"
"15106","German",435," Puerto Rico","2008"
"1688","Yiddish",44," Puerto Rico","2008"
"18431","Dutch",22," Puerto Rico","2008"
"20381","Swedish",68," Puerto Rico","2008"
"21581","Greek",31," Puerto Rico","2008"
"22361","Polish",46," Puerto Rico","2008"
"23401","Hindi",46," Puerto Rico","2008"
"25371","Panjabi",22," Puerto Rico","2008"
"27361","Catalonian",50," Puerto Rico","2008"
"28341","Irish Gaelic",15," Puerto Rico","2008"
"29321","Lithuanian",16," Puerto Rico","2008"
"31311","Chinese",664," Puerto Rico","2008"
"32271","Chinese",467," Puerto Rico","2008"
"33281","Cantonese",178," Puerto Rico","2008"
"34341","Mandarin",19," Puerto Rico","2008"
"35311","Japanese",44," Puerto Rico","2008"
"36331","Thai",12," Puerto Rico","2008"
"38371","Tamil",22," Puerto Rico","2008"
"39371","Tagalog",46," Puerto Rico","2008"
"41371","Samoan",13," Puerto Rico","2008"
"44351","Muskogee",46," Puerto Rico","2008"
"45331","Arabic",262," Puerto Rico","2008"
"47331","Amharic",13," Puerto Rico","2008"
"49311","Uncodable",16," Puerto Rico","2008"
"1689","Population",993514," Rhode Island","2008"
"21591","Only English",790938," Rhode Island","2008"
"6150","Spanish",98406," Rhode Island","2008"
"81501","French",14197," Rhode Island","2008"
"91491","French",14175," Rhode Island","2008"
"101491","Patois",22," Rhode Island","2008"
"111501","French Creole",5757," Rhode Island","2008"
"12147","Italian",9684," Rhode Island","2008"
"13132","Portuguese",33785," Rhode Island","2008"
"14126","Portuguese",33785," Rhode Island","2008"
"15107","German",2028," Rhode Island","2008"
"1690","German",2028," Rhode Island","2008"
"1750","Yiddish",76," Rhode Island","2008"
"19361","Pennsylvania Dutch",26," Rhode Island","2008"
"20391","Dutch",181," Rhode Island","2008"
"21601","Afrikaans",32," Rhode Island","2008"
"23411","Swedish",333," Rhode Island","2008"
"24321","Danish",174," Rhode Island","2008"
"25381","Norwegian",79," Rhode Island","2008"
"26371","Greek",1591," Rhode Island","2008"
"27371","Russian",1728," Rhode Island","2008"
"28351","Polish",2794," Rhode Island","2008"
"30331","Ukrainian",108," Rhode Island","2008"
"31321","Czech",72," Rhode Island","2008"
"32281","Slovak",50," Rhode Island","2008"
"33291","Bulgarian",56," Rhode Island","2008"
"34351","Armenian",1913," Rhode Island","2008"
"35321","Persian",82," Rhode Island","2008"
"36341","Hindi",745," Rhode Island","2008"
"37361","Gujarati",720," Rhode Island","2008"
"38381","Urdu",364," Rhode Island","2008"
"40371","India nec 2",150," Rhode Island","2008"
"41381","Bengali",78," Rhode Island","2008"
"42341","Panjabi",22," Rhode Island","2008"
"43381","Marathi",79," Rhode Island","2008"
"44361","Oriya",11," Rhode Island","2008"
"45341","Nepali",283," Rhode Island","2008"
"46351","Pakistan nec 2",332," Rhode Island","2008"
"47341","Sinhalese",73," Rhode Island","2008"
"49321","Krio",30," Rhode Island","2008"
"50361","Romanian",217," Rhode Island","2008"
"51371","Irish Gaelic",40," Rhode Island","2008"
"52331","Albanian",55," Rhode Island","2008"
"53351","Lithuanian",127," Rhode Island","2008"
"54361","Lettish",65," Rhode Island","2008"
"56351","Chinese",6208," Rhode Island","2008"
"57371","Chinese",4598," Rhode Island","2008"
"58371","Cantonese",870," Rhode Island","2008"
"59371","Mandarin",487," Rhode Island","2008"
"60361","Formosan",253," Rhode Island","2008"
"6151","Japanese",721," Rhode Island","2008"
"62371","Korean",1317," Rhode Island","2008"
"63361","Mon-Khmer, Cambodian",4043," Rhode Island","2008"
"64371","Hmong",987," Rhode Island","2008"
"65341","Thai",290," Rhode Island","2008"
"66341","Laotian",2058," Rhode Island","2008"
"67381","Vietnamese",781," Rhode Island","2008"
"69361","Turkish",346," Rhode Island","2008"
"70351","Dravidian",24," Rhode Island","2008"
"71381","Telugu",140," Rhode Island","2008"
"72361","Kannada",71," Rhode Island","2008"
"73351","Malayalam",24," Rhode Island","2008"
"74351","Tamil",223," Rhode Island","2008"
"75371","Karen",87," Rhode Island","2008"
"76331","Tagalog",1759," Rhode Island","2008"
"78341","Malay",113," Rhode Island","2008"
"79361","Bisayan",45," Rhode Island","2008"
"80391","Pampangan",117," Rhode Island","2008"
"81511","Chamorro",40," Rhode Island","2008"
"82381","Hawaiian",23," Rhode Island","2008"
"84361","Navajo",41," Rhode Island","2008"
"86371","Algonquian",52," Rhode Island","2008"
"87341","Diegueno",41," Rhode Island","2008"
"88341","American Indian",54," Rhode Island","2008"
"89391","Hungarian",170," Rhode Island","2008"
"90331","Arabic",1679," Rhode Island","2008"
"91501","Hebrew",345," Rhode Island","2008"
"93341","Amharic",135," Rhode Island","2008"
"94381","Swahili",129," Rhode Island","2008"
"95321","Bantu",247," Rhode Island","2008"
"96381","Mande",936," Rhode Island","2008"
"97351","Fulani",527," Rhode Island","2008"
"98361","Kru, Ibo, Yoruba",1896," Rhode Island","2008"
"99321","Efik",95," Rhode Island","2008"
"10035","African",68," Rhode Island","2008"
"102351","Finnish",23," Rhode Island","2008"
"10335","Estonian",49," Rhode Island","2008"
"104311","Uncodable",129," Rhode Island","2008"
"1695","Population",4107268," South Carolina","2008"
"21611","Only English",3863249," South Carolina","2008"
"6152","Spanish",148295," South Carolina","2008"
"81521","French",13142," South Carolina","2008"
"91511","French",12915," South Carolina","2008"
"101501","Patois",211," South Carolina","2008"
"111511","Cajun",16," South Carolina","2008"
"12148","French Creole",778," South Carolina","2008"
"13133","Italian",2644," South Carolina","2008"
"14127","Portuguese",2821," South Carolina","2008"
"15108","Portuguese",2802," South Carolina","2008"
"1696","Papia Mentae",19," South Carolina","2008"
"1754","German",12736," South Carolina","2008"
"18441","German",12736," South Carolina","2008"
"19371","Yiddish",83," South Carolina","2008"
"21621","Pennsylvania Dutch",112," South Carolina","2008"
"22371","Dutch",718," South Carolina","2008"
"23421","Afrikaans",608," South Carolina","2008"
"24331","Frisian",34," South Carolina","2008"
"26381","Swedish",258," South Carolina","2008"
"27381","Danish",117," South Carolina","2008"
"28361","Norwegian",293," South Carolina","2008"
"29331","Greek",2841," South Carolina","2008"
"30341","Russian",3431," South Carolina","2008"
"31331","Polish",1693," South Carolina","2008"
"33301","Serbocroatian",254," South Carolina","2008"
"34361","Croatian",157," South Carolina","2008"
"35331","Serbian",85," South Carolina","2008"
"37371","Ukrainian",1126," South Carolina","2008"
"38391","Czech",169," South Carolina","2008"
"39381","Slovak",300," South Carolina","2008"
"40381","Bulgarian",799," South Carolina","2008"
"41391","Slovene",22," South Carolina","2008"
"42351","Armenian",118," South Carolina","2008"
"43391","Persian",543," South Carolina","2008"
"44371","Hindi",2673," South Carolina","2008"
"45351","Gujarati",2229," South Carolina","2008"
"46361","Urdu",852," South Carolina","2008"
"48351","India nec 2",872," South Carolina","2008"
"49331","Bengali",380," South Carolina","2008"
"50371","Panjabi",577," South Carolina","2008"
"51381","Marathi",478," South Carolina","2008"
"52341","Nepali",49," South Carolina","2008"
"53361","Sindhi",13," South Carolina","2008"
"54371","Pakistan nec 2",477," South Carolina","2008"
"55341","Sinhalese",101," South Carolina","2008"
"56361","Romany",28," South Carolina","2008"
"58381","Jamaican Creole",115," South Carolina","2008"
"59381","Gullah",108," South Carolina","2008"
"60371","Romanian",895," South Carolina","2008"
"6153","Welsh",23," South Carolina","2008"
"62381","Irish Gaelic",107," South Carolina","2008"
"63371","Scottic Gaelic",41," South Carolina","2008"
"64381","Albanian",238," South Carolina","2008"
"65351","Lithuanian",88," South Carolina","2008"
"66351","Lettish",59," South Carolina","2008"
"68361","Chinese",7469," South Carolina","2008"
"69371","Chinese",5681," South Carolina","2008"
"70361","Cantonese",377," South Carolina","2008"
"71391","Mandarin",1023," South Carolina","2008"
"72371","Formosan",388," South Carolina","2008"
"73361","Japanese",2489," South Carolina","2008"
"74361","Korean",2550," South Carolina","2008"
"75381","Mon-Khmer, Cambodian",1056," South Carolina","2008"
"76341","Hmong",701," South Carolina","2008"
"77321","Thai",637," South Carolina","2008"
"78351","Laotian",1066," South Carolina","2008"
"79371","Vietnamese",5509," South Carolina","2008"
"81531","Turkish",703," South Carolina","2008"
"82391","Telugu",934," South Carolina","2008"
"83351","Kannada",55," South Carolina","2008"
"84371","Malayalam",235," South Carolina","2008"
"85351","Tamil",832," South Carolina","2008"
"86381","Miao-yao, Mien",10," South Carolina","2008"
"87351","Tagalog",6379," South Carolina","2008"
"89401","Indonesian",135," South Carolina","2008"
"90341","Balinese",12," South Carolina","2008"
"91521","Bisayan",42," South Carolina","2008"
"92401","Sebuano",18," South Carolina","2008"
"93351","Ilocano",76," South Carolina","2008"
"94391","Chamorro",190," South Carolina","2008"
"95331","Palau",39," South Carolina","2008"
"96391","Trukese",3," South Carolina","2008"
"97361","Samoan",102," South Carolina","2008"
"98371","Tongan",4," South Carolina","2008"
"99331","Maori",15," South Carolina","2008"
"10036","Hawaiian",15," South Carolina","2008"
"102361","Navajo",6," South Carolina","2008"
"104321","Micmac",33," South Carolina","2008"
"105311","Abnaki",4," South Carolina","2008"
"106311","Athapascan",27," South Carolina","2008"
"107331","Dakota",83," South Carolina","2008"
"108331","Cherokee",90," South Carolina","2008"
"109321","American Indian",21," South Carolina","2008"
"110331","Chiricahua",29," South Carolina","2008"
"11152","Hungarian",701," South Carolina","2008"
"112331","Arabic",4121," South Carolina","2008"
"113321","Hebrew",701," South Carolina","2008"
"115301","Amharic",369," South Carolina","2008"
"116291","Berber",15," South Carolina","2008"
"117291","Chadic",9," South Carolina","2008"
"118271","Sudanic",72," South Carolina","2008"
"119271","Swahili",252," South Carolina","2008"
"120261","Bantu",131," South Carolina","2008"
"12149","Mande",29," South Carolina","2008"
"12232","Kru, Ibo, Yoruba",860," South Carolina","2008"
"12328","Efik",56," South Carolina","2008"
"12430","African",121," South Carolina","2008"
"12628","Finnish",140," South Carolina","2008"
"12728","Estonian",88," South Carolina","2008"
"12926","Uncodable",66," South Carolina","2008"
"1697","Population",739597," South Dakota","2008"
"21631","Only English",692576," South Dakota","2008"
"6154","Spanish",13677," South Dakota","2008"
"81541","French",816," South Dakota","2008"
"91531","French",816," South Dakota","2008"
"101511","Italian",203," South Dakota","2008"
"11153","Portuguese",63," South Dakota","2008"
"12150","Portuguese",63," South Dakota","2008"
"13134","German",10219," South Dakota","2008"
"14128","German",10219," South Dakota","2008"
"15109","Yiddish",8," South Dakota","2008"
"1755","Dutch",231," South Dakota","2008"
"18451","Afrikaans",101," South Dakota","2008"
"20401","Swedish",142," South Dakota","2008"
"21641","Danish",177," South Dakota","2008"
"22381","Norwegian",369," South Dakota","2008"
"23431","Greek",76," South Dakota","2008"
"24341","Russian",802," South Dakota","2008"
"25391","Polish",87," South Dakota","2008"
"27391","Serbocroatian",489," South Dakota","2008"
"28371","Croatian",276," South Dakota","2008"
"30351","Ukrainian",173," South Dakota","2008"
"31341","Czech",557," South Dakota","2008"
"32291","Slovak",6," South Dakota","2008"
"33311","Persian",27," South Dakota","2008"
"34371","Hindi",211," South Dakota","2008"
"35341","Urdu",73," South Dakota","2008"
"37381","India nec 2",167," South Dakota","2008"
"38401","Bengali",101," South Dakota","2008"
"39391","Marathi",16," South Dakota","2008"
"40391","Nepali",103," South Dakota","2008"
"41401","Pakistan nec 2",12," South Dakota","2008"
"43401","Jamaican Creole",26," South Dakota","2008"
"44381","Romanian",206," South Dakota","2008"
"45361","Irish Gaelic",13," South Dakota","2008"
"46371","Lithuanian",3," South Dakota","2008"
"47351","Lettish",38," South Dakota","2008"
"48361","Kurdish",108," South Dakota","2008"
"50381","Chinese",801," South Dakota","2008"
"51391","Chinese",719," South Dakota","2008"
"52351","Cantonese",76," South Dakota","2008"
"53371","Mandarin",6," South Dakota","2008"
"54381","Japanese",270," South Dakota","2008"
"55351","Korean",243," South Dakota","2008"
"56371","Mon-Khmer, Cambodian",6," South Dakota","2008"
"57381","Hmong",151," South Dakota","2008"
"58391","Thai",156," South Dakota","2008"
"59391","Laotian",153," South Dakota","2008"
"60381","Vietnamese",1152," South Dakota","2008"
"62391","Mongolian",17," South Dakota","2008"
"63381","Telugu",52," South Dakota","2008"
"64391","Tamil",41," South Dakota","2008"
"65361","Tagalog",977," South Dakota","2008"
"67391","Indonesian",8," South Dakota","2008"
"68371","Bisayan",86," South Dakota","2008"
"69381","Samoan",23," South Dakota","2008"
"71401","Navajo",120," South Dakota","2008"
"73371","Cheyenne",23," South Dakota","2008"
"74371","Kickapoo",32," South Dakota","2008"
"75391","Ojibwa",15," South Dakota","2008"
"76351","Athapascan",36," South Dakota","2008"
"77331","Crow",74," South Dakota","2008"
"78361","Dakota",10600," South Dakota","2008"
"79381","Winnebago",11," South Dakota","2008"
"80401","Choctaw",10," South Dakota","2008"
"81551","Oneida",24," South Dakota","2008"
"82401","Arikara",45," South Dakota","2008"
"83361","Zuni",31," South Dakota","2008"
"84381","American Indian",557," South Dakota","2008"
"85361","Hungarian",43," South Dakota","2008"
"86391","Arabic",269," South Dakota","2008"
"87361","Hebrew",49," South Dakota","2008"
"89411","Amharic",804," South Dakota","2008"
"90351","Cushite",264," South Dakota","2008"
"91541","Sudanic",8," South Dakota","2008"
"92411","Nilotic",8," South Dakota","2008"
"93361","Swahili",2," South Dakota","2008"
"94401","Bantu",54," South Dakota","2008"
"95341","African",74," South Dakota","2008"
"97371","Finnish",33," South Dakota","2008"
"9838","Estonian",22," South Dakota","2008"
"10037","Uncodable",97," South Dakota","2008"
"1698","Population",5736382," Tennessee","2008"
"21651","Only English",5407992," Tennessee","2008"
"6155","Spanish",183068," Tennessee","2008"
"81561","French",12935," Tennessee","2008"
"91551","French",12818," Tennessee","2008"
"101521","Patois",57," Tennessee","2008"
"11154","Cajun",60," Tennessee","2008"
"12151","French Creole",1147," Tennessee","2008"
"13135","Italian",2764," Tennessee","2008"
"14129","Portuguese",1885," Tennessee","2008"
"15119","Portuguese",1872," Tennessee","2008"
"1699","Papia Mentae",13," Tennessee","2008"
"1756","German",13804," Tennessee","2008"
"1846","German",13788," Tennessee","2008"
"19381","Luxembourgian",16," Tennessee","2008"
"20411","Yiddish",131," Tennessee","2008"
"22391","Pennsylvania Dutch",741," Tennessee","2008"
"23441","Dutch",1689," Tennessee","2008"
"24351","Afrikaans",423," Tennessee","2008"
"26391","Swedish",815," Tennessee","2008"
"27401","Danish",129," Tennessee","2008"
"28381","Norwegian",219," Tennessee","2008"
"29341","Icelandic",21," Tennessee","2008"
"3036","Greek",881," Tennessee","2008"
"31351","Russian",4241," Tennessee","2008"
"32301","Polish",1255," Tennessee","2008"
"34381","Serbocroatian",2198," Tennessee","2008"
"35351","Croatian",375," Tennessee","2008"
"36351","Serbian",327," Tennessee","2008"
"38411","Ukrainian",1046," Tennessee","2008"
"39401","Czech",404," Tennessee","2008"
"40401","Slovak",67," Tennessee","2008"
"41411","Bulgarian",334," Tennessee","2008"
"42361","Slovene",19," Tennessee","2008"
"43411","Armenian",290," Tennessee","2008"
"44391","Persian",2295," Tennessee","2008"
"45371","Hindi",5095," Tennessee","2008"
"46381","Gujarati",3018," Tennessee","2008"
"47361","Urdu",1186," Tennessee","2008"
"49341","India nec 2",1248," Tennessee","2008"
"50391","Bengali",1128," Tennessee","2008"
"51401","Panjabi",165," Tennessee","2008"
"52361","Marathi",456," Tennessee","2008"
"53381","Nepali",237," Tennessee","2008"
"54391","Sindhi",28," Tennessee","2008"
"55361","Sinhalese",14," Tennessee","2008"
"56381","Romany",12," Tennessee","2008"
"58401","Jamaican Creole",95," Tennessee","2008"
"59401","Krio",22," Tennessee","2008"
"60391","Pidgin",15," Tennessee","2008"
"6156","Catalonian",25," Tennessee","2008"
"62401","Romanian",1527," Tennessee","2008"
"63391","Irish Gaelic",324," Tennessee","2008"
"64401","Scottic Gaelic",15," Tennessee","2008"
"65371","Albanian",299," Tennessee","2008"
"66361","Lithuanian",234," Tennessee","2008"
"67401","Lettish",46," Tennessee","2008"
"68381","Kurdish",3136," Tennessee","2008"
"70371","Chinese",11729," Tennessee","2008"
"7141","Chinese",9133," Tennessee","2008"
"72381","Cantonese",665," Tennessee","2008"
"73381","Mandarin",1355," Tennessee","2008"
"74381","Formosan",576," Tennessee","2008"
"75401","Japanese",4138," Tennessee","2008"
"76361","Korean",7505," Tennessee","2008"
"77341","Mon-Khmer, Cambodian",2235," Tennessee","2008"
"78371","Hmong",394," Tennessee","2008"
"79391","Thai",1319," Tennessee","2008"
"80411","Laotian",6507," Tennessee","2008"
"81571","Vietnamese",7289," Tennessee","2008"
"83371","Turkish",1011," Tennessee","2008"
"84391","Turkmen",14," Tennessee","2008"
"85371","Dravidian",62," Tennessee","2008"
"8640","Telugu",1421," Tennessee","2008"
"87371","Kannada",307," Tennessee","2008"
"88351","Malayalam",854," Tennessee","2008"
"89421","Tamil",1031," Tennessee","2008"
"90361","Burmese",22," Tennessee","2008"
"91561","Paleo-siberian",44," Tennessee","2008"
"92421","Tagalog",4667," Tennessee","2008"
"94411","Indonesian",214," Tennessee","2008"
"95351","Malay",92," Tennessee","2008"
"96401","Bisayan",295," Tennessee","2008"
"97381","Sebuano",127," Tennessee","2008"
"9839","Ilocano",32," Tennessee","2008"
"99341","Bikol",50," Tennessee","2008"
"10038","Pampangan",11," Tennessee","2008"
"101531","Micronesian",214," Tennessee","2008"
"102371","Chamorro",175," Tennessee","2008"
"10336","Palau",7," Tennessee","2008"
"10433","Samoan",558," Tennessee","2008"
"105321","Hawaiian",22," Tennessee","2008"
"107341","Navajo",62," Tennessee","2008"
"109331","Delaware",16," Tennessee","2008"
"110341","Okanogan",58," Tennessee","2008"
"11155","Dakota",132," Tennessee","2008"
"112341","Choctaw",249," Tennessee","2008"
"11333","Keres",13," Tennessee","2008"
"11431","Cherokee",420," Tennessee","2008"
"115311","Zuni",21," Tennessee","2008"
"116301","American Indian",75," Tennessee","2008"
"117301","Hungarian",494," Tennessee","2008"
"118281","Arabic",10264," Tennessee","2008"
"119281","Hebrew",991," Tennessee","2008"
"12152","Amharic",1877," Tennessee","2008"
"12233","Cushite",1884," Tennessee","2008"
"12329","Sudanic",707," Tennessee","2008"
"12431","Nilotic",542," Tennessee","2008"
"125241","Swahili",1129," Tennessee","2008"
"12629","Bantu",1086," Tennessee","2008"
"12729","Mande",309," Tennessee","2008"
"12829","Fulani",329," Tennessee","2008"
"12927","Gur",128," Tennessee","2008"
"13025","Kru, Ibo, Yoruba",1633," Tennessee","2008"
"13136","Efik",265," Tennessee","2008"
"13228","African",102," Tennessee","2008"
"13424","Finnish",130," Tennessee","2008"
"13524","Estonian",163," Tennessee","2008"
"13623","Caucasian",79," Tennessee","2008"
"13721","Syriac",567," Tennessee","2008"
"13820","Aztecan",18," Tennessee","2008"
"140161","Tarascan",290," Tennessee","2008"
"14130","Uncodable",82," Tennessee","2008"
"1700","Population",21869156," Texas","2008"
"21661","Only English",14500388," Texas","2008"
"6157","Spanish",6338224," Texas","2008"
"81581","French",57283," Texas","2008"
"91571","French",55723," Texas","2008"
"101541","Patois",852," Texas","2008"
"11156","Cajun",708," Texas","2008"
"12153","French Creole",4393," Texas","2008"
"13137","Italian",12467," Texas","2008"
"14131","Portuguese",14688," Texas","2008"
"15120","Portuguese",14662," Texas","2008"
"16100","Papia Mentae",26," Texas","2008"
"1757","German",73455," Texas","2008"
"1847","German",73455," Texas","2008"
"19391","Yiddish",746," Texas","2008"
"21671","Pennsylvania Dutch",78," Texas","2008"
"22401","Dutch",5729," Texas","2008"
"23451","Afrikaans",1884," Texas","2008"
"25401","Swedish",1690," Texas","2008"
"26401","Danish",1376," Texas","2008"
"2741","Norwegian",2050," Texas","2008"
"28391","Icelandic",235," Texas","2008"
"29351","Greek",6470," Texas","2008"
"3037","Russian",14934," Texas","2008"
"31361","Polish",8623," Texas","2008"
"33321","Serbocroatian",5730," Texas","2008"
"34391","Croatian",1565," Texas","2008"
"35361","Serbian",1540," Texas","2008"
"37391","Bielorussian",18," Texas","2008"
"38421","Ukrainian",1157," Texas","2008"
"39411","Czech",8748," Texas","2008"
"40411","Lusatian",73," Texas","2008"
"4142","Slovak",702," Texas","2008"
"42371","Bulgarian",1768," Texas","2008"
"43421","Macedonian",282," Texas","2008"
"44401","Slovene",39," Texas","2008"
"45381","Armenian",1206," Texas","2008"
"46391","Persian",21626," Texas","2008"
"4737","Hindi",42238," Texas","2008"
"48371","Gujarati",23326," Texas","2008"
"49351","Urdu",49176," Texas","2008"
"51411","India nec 2",4880," Texas","2008"
"52371","Bengali",10852," Texas","2008"
"53391","Panjabi",6845," Texas","2008"
"54401","Marathi",3144," Texas","2008"
"55371","Oriya",468," Texas","2008"
"56391","Assamese",146," Texas","2008"
"57391","Kashmiri",3," Texas","2008"
"5841","Nepali",4316," Texas","2008"
"59411","Sindhi",907," Texas","2008"
"60401","Pakistan nec 2",2206," Texas","2008"
"6158","Sinhalese",1181," Texas","2008"
"62411","Romany",334," Texas","2008"
"64411","Jamaican Creole",466," Texas","2008"
"65381","Krio",161," Texas","2008"
"66371","Pidgin",224," Texas","2008"
"67411","Catalonian",37," Texas","2008"
"68391","Romanian",5799," Texas","2008"
"69391","Welsh",47," Texas","2008"
"70381","Irish Gaelic",664," Texas","2008"
"7142","Scottic Gaelic",16," Texas","2008"
"72391","Albanian",3776," Texas","2008"
"73391","Lithuanian",599," Texas","2008"
"74391","Lettish",347," Texas","2008"
"75411","Pashto",409," Texas","2008"
"76371","Kurdish",625," Texas","2008"
"77351","Balochi",230," Texas","2008"
"79401","Chinese",114309," Texas","2008"
"80421","Chinese",83298," Texas","2008"
"81591","Hakka",35," Texas","2008"
"82411","Cantonese",9055," Texas","2008"
"83381","Mandarin",16273," Texas","2008"
"84401","Formosan",5595," Texas","2008"
"85381","Wu",53," Texas","2008"
"8641","Japanese",13595," Texas","2008"
"87381","Korean",49123," Texas","2008"
"88361","Mon-Khmer, Cambodian",8699," Texas","2008"
"89431","Hmong",624," Texas","2008"
"90371","Thai",10756," Texas","2008"
"91581","Laotian",11851," Texas","2008"
"92431","Vietnamese",160434," Texas","2008"
"94421","Kazakh",130," Texas","2008"
"95361","Kirghiz",14," Texas","2008"
"96411","Karachay",80," Texas","2008"
"97391","Uighur",66," Texas","2008"
"9840","Azerabaijani",38," Texas","2008"
"99351","Turkish",4950," Texas","2008"
"10039","Turkmen",4," Texas","2008"
"101551","Mongolian",72," Texas","2008"
"102381","Dravidian",206," Texas","2008"
"10337","Telugu",17020," Texas","2008"
"10434","Kannada",3237," Texas","2008"
"105331","Malayalam",15871," Texas","2008"
"106321","Tamil",10105," Texas","2008"
"10735","Burmese",1725," Texas","2008"
"108341","Karen",288," Texas","2008"
"109341","Tagalog",57427," Texas","2008"
"11157","Indonesian",3505," Texas","2008"
"112351","Balinese",37," Texas","2008"
"11334","Malay",1427," Texas","2008"
"11432","Bisayan",1116," Texas","2008"
"115321","Sebuano",542," Texas","2008"
"116311","Pangasinan",101," Texas","2008"
"117311","Ilocano",426," Texas","2008"
"118291","Bikol",80," Texas","2008"
"11929","Pampangan",90," Texas","2008"
"120271","Micronesian",34," Texas","2008"
"12154","Chamorro",1748," Texas","2008"
"12234","Kusaiean",86," Texas","2008"
"12330","Marshallese",95," Texas","2008"
"12432","Palau",564," Texas","2008"
"125251","Ponapean",17," Texas","2008"
"12630","Trukese",199," Texas","2008"
"12730","Yapese",108," Texas","2008"
"12830","Samoan",683," Texas","2008"
"12928","Tongan",1578," Texas","2008"
"13026","Fijian",19," Texas","2008"
"13138","Hawaiian",418," Texas","2008"
"13325","Navajo",631," Texas","2008"
"13525","Cheyenne",44," Texas","2008"
"13624","Kickapoo",648," Texas","2008"
"13722","Menomini",21," Texas","2008"
"13821","Potawatomi",15," Texas","2008"
"139181","Salish",22," Texas","2008"
"140171","Okanogan",12," Texas","2008"
"14132","Kuchin",52," Texas","2008"
"142221","Apache",244," Texas","2008"
"14320","Kiowa",96," Texas","2008"
"14419","Santiam",50," Texas","2008"
"145171","Sahaptian",15," Texas","2008"
"14617","Pomo",56," Texas","2008"
"14718","Yuma",19," Texas","2008"
"14817","Dakota",130," Texas","2008"
"14916","Alabama",131," Texas","2008"
"15015","Choctaw",231," Texas","2008"
"15121","Koasati",30," Texas","2008"
"15221","Muskogee",180," Texas","2008"
"15318","Keres",88," Texas","2008"
"15416","Mohawk",3," Texas","2008"
"15516","Cherokee",961," Texas","2008"
"15613","Comanche",17," Texas","2008"
"15714","Hopi",49," Texas","2008"
"15812","Pima",14," Texas","2008"
"15913","Tiwa",36," Texas","2008"
"16013","American Indian",267," Texas","2008"
"16116","Jicarilla",1," Texas","2008"
"16214","Chiricahua",20," Texas","2008"
"16313","Hungarian",1925," Texas","2008"
"16412","Arabic",45461," Texas","2008"
"16512","Hebrew",5949," Texas","2008"
"16711","Amharic",12005," Texas","2008"
"16810","Berber",106," Texas","2008"
"16910","Chadic",400," Texas","2008"
"1704","Cushite",3060," Texas","2008"
"171111","Sudanic",35," Texas","2008"
"17212","Nilotic",136," Texas","2008"
"17312","Nilo-hamitic",84," Texas","2008"
"17410","Nubian",34," Texas","2008"
"1758","Swahili",8950," Texas","2008"
"1765","Bantu",4155," Texas","2008"
"1774","Mande",967," Texas","2008"
"17831","Fulani",852," Texas","2008"
"17931","Kru, Ibo, Yoruba",31878," Texas","2008"
"1803","Efik",739," Texas","2008"
"181111","African",680," Texas","2008"
"183101","Finnish",679," Texas","2008"
"1848","Estonian",29," Texas","2008"
"18521","Lapp",18," Texas","2008"
"1863","Caucasian",145," Texas","2008"
"1872","Basque",20," Texas","2008"
"1881","Syriac",252," Texas","2008"
"1892","Aztecan",118," Texas","2008"
"1902","Misumalpan",127," Texas","2008"
"19210","Tarascan",16," Texas","2008"
"19310","Arawakian",28," Texas","2008"
"19421","Uncodable",28," Texas","2008"
"1705","Population",2404658," Utah","2008"
"21681","Only English",2069123," Utah","2008"
"6159","Spanish",218126," Utah","2008"
"81601","French",8376," Utah","2008"
"91591","French",8376," Utah","2008"
